Distance_km,Distance_x_Prep,Preparation_Time_min,Distance_x_Experience,Traffic_Level_High,Traffic_Level_Low,Courier_Experience_yrs,Weather_Clear,Weather_Foggy,Time_of_Day_Evening
-0.3740854216361718,0.25881219265412975,-0.691853190969429,0.4682320924829087,False,True,-1.2516715846208573,False,False,False
1.1170084574753176,0.46815096397310524,0.4191113870625728,-1.0088939637082,False,False,-0.903210675762044,True,False,True
-0.0948346244880837,-0.14510417958798624,1.5300759650945746,0.11870180470992368,False,True,-1.2516715846208573,False,True,False
-0.46014384339879,0.7656550583240054,-1.6639471967474306,0.575948973620495,False,False,-1.2516715846208573,False,False,False
1.5754012754353868,-0.2148388928697047,-0.1363709019534281,0.22397803018426393,False,True,0.1421720508143959,True,False,False
1.6403841653377715,-2.046109370232088,-1.24733547998543,2.5196558094343553,False,True,1.5360156862496492,True,False,True
-0.0948346244880837,0.06561163756646826,-0.691853190969429,0.11870180470992368,False,True,-1.2516715846208573,True,False,False
1.287369006678868,-2.142114049842827,-1.6639471967474306,0.6316256659384126,False,False,0.4906329596732093,True,False,True
-1.4542064294731163,-0.6094744737317892,0.4191113870625728,-0.7134816044682052,False,True,0.4906329596732093,False,False,True
0.0983577508973859,0.16415382778158585,1.6689465373485748,-0.12311160192547455,False,True,-1.2516715846208573,False,True,True
1.1942854076295053,-0.6604190722045873,-0.5529826187154289,-0.24636777291900205,False,False,-0.2062888580444173,False,False,False
0.9624545571669416,1.606285200539123,1.6689465373485748,-1.2046770206947113,False,True,-1.2516715846208573,True,False,False
0.1457776975829105,-0.10085676524491305,-0.691853190969429,0.020725514228363193,True,False,0.1421720508143959,True,False,False
-0.9431247818624644,0.6525038898138926,-0.691853190969429,-0.7913702217213953,False,False,0.8390938685320226,False,False,True
-1.2750644086611354,1.2362952280067152,-0.9695943354774296,-0.1812785218997986,True,False,0.1421720508143959,True,False,False
-1.3857109509273589,0.38140512495862355,-0.2752414742074283,0.7687228270222064,False,True,-0.5547497669032306,False,False,True
1.369914839798114,-2.2794659574647773,-1.6639471967474306,-1.7146834783257332,False,True,-1.2516715846208573,False,False,False
-1.3224843553466596,2.016889976597454,-1.5250766244934304,-1.5705226142165656,False,True,1.187554777390836,False,False,False
-0.6111851550637938,0.9321041932251845,-1.5250766244934304,-0.5128417161518228,False,True,0.8390938685320226,False,True,True
-0.8219404736661244,-1.0293446756215097,1.252334820586574,1.028799535137696,False,False,-1.2516715846208573,True,False,True
0.9659671458103138,1.4780031128753677,1.5300759650945746,-1.545675417644898,False,True,-1.6001324934796706,False,False,False
0.5304061540321638,-0.0723319656270151,-0.1363709019534281,-0.10941687981502639,False,True,-0.2062888580444173,False,False,False
-1.6157855070682363,-2.0235044531006863,1.252334820586574,-0.22971953921606975,True,False,0.1421720508143959,True,False,False
-0.7429072291902503,-1.0335365436297248,1.3912053928405743,-1.1411171574644878,True,False,1.5360156862496492,True,False,True
0.200222821555179,0.1673308378866079,0.8357231038245735,0.028466089160344633,False,False,0.1421720508143959,True,False,False
0.7956065966067631,-0.2189839325392002,-0.2752414742074283,0.3903508192287053,False,False,0.4906329596732093,True,False,False
0.5005491505635004,-0.4158180740344019,-0.8307237632234292,0.24558591120288104,False,False,0.4906329596732093,False,False,True
0.6779348770537953,0.0958398180052992,0.1413702425545723,-0.13985041161590986,False,True,-0.2062888580444173,False,False,False
-1.05728391277206,0.8783108708135975,-0.8307237632234292,-1.6240046748372898,False,True,1.5360156862496492,False,False,False
1.40328443191015,-1.3606166362437442,-0.9695943354774296,1.1774873626222495,False,False,0.8390938685320226,True,False,True
0.4952802675984422,-0.6177806503122151,-1.24733547998543,0.07041501137237333,False,False,0.1421720508143959,True,False,False
1.6491656369462022,0.6911840975964542,0.4191113870625728,0.8091350174462686,True,False,0.4906329596732093,False,False,False
-0.9624440194010114,-0.6706815514145528,0.6968525315705733,-1.4783291109371153,True,False,1.5360156862496492,True,False,False
1.6983418779534127,2.3627423794957765,1.3912053928405743,-0.3503490065720206,False,False,-0.2062888580444173,False,True,True
-1.333022121276776,-1.854507563896033,1.3912053928405743,1.2039998109641503,False,False,-0.903210675762044,False,False,False
