Distance_km,Preparation_Time_min,Courier_Experience_yrs,Weather_Clear,Weather_Foggy,Weather_Rainy,Weather_Snowy,Weather_Windy,Traffic_Level_High,Traffic_Level_Low,Traffic_Level_Medium,Time_of_Day_Afternoon,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Vehicle_Type_Bike,Vehicle_Type_Car,Vehicle_Type_Scooter
1.40328443191015,-0.9695943354774295,0.8390938685320226,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-1.3909798338924169,0.14137024255457234,-0.5547497669032306,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
-1.1995437528286332,0.0024996703005720987,1.5360156862496492,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
-0.44784978314698753,1.3912053928405743,0.4906329596732093,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
-0.9554188421142671,-1.24733547998543,-0.5547497669032306,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
0.17914728969494614,1.5300759650945746,-0.903210675762044,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-1.0397209695551994,-0.4141120464614286,-0.903210675762044,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-0.9501499591492087,0.557981959316573,-1.2516715846208573,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1.5297376230715483,0.9745936760785737,-1.6001324934796706,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
-1.2768207029828214,0.8357231038245735,0.8390938685320226,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0.059719275820292156,-0.13637090195342813,-0.20628885804441735,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1.6316026937293415,-0.691853190969429,0.8390938685320226,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
-1.2978962348430545,0.0024996703005720987,0.4906329596732093,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
-1.3312658269550899,0.4191113870625728,1.187554777390836,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
-0.9097551897504288,1.252334820586574,0.8390938685320226,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True
-1.4102990714309642,-0.4141120464614286,-0.20628885804441735,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
-1.1275356856395038,-0.13637090195342813,-0.5547497669032306,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
-0.08429685855796716,1.252334820586574,1.187554777390836,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1.4120659035185805,-1.24733547998543,0.14217205081439596,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1.5350065060366067,0.8357231038245735,0.8390938685320226,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.36707078211535765,-0.691853190969429,0.4906329596732093,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1.1205210461186899,-1.24733547998543,-1.6001324934796706,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0.4443477322695455,-0.9695943354774295,-0.903210675762044,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.4373120172168709,0.557981959316573,-1.6001324934796706,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
-1.1995437528286332,1.1134642483325738,0.8390938685320226,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
-0.09483462448808377,1.5300759650945746,-1.2516715846208573,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
-1.0397209695551994,0.557981959316573,-1.6001324934796706,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
-1.29087105755631,-1.5250766244934304,-1.2516715846208573,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0.4864987959900116,0.28024081480857255,-0.903210675762044,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
-0.0035073197604072433,-0.691853190969429,1.5360156862496492,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
-0.5110763787276866,1.6689465373485748,0.8390938685320226,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
-0.9993262001564193,-1.5250766244934304,0.8390938685320226,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0.9606982628452554,1.252334820586574,0.4906329596732093,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
0.17563470105157403,-1.5250766244934304,1.5360156862496492,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1.6983418779534127,1.3912053928405743,-0.20628885804441735,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1.6491656369462022,0.4191113870625728,0.4906329596732093,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
-0.44258090018192925,0.4191113870625728,0.14217205081439596,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0.18265987833831823,0.14137024255457234,0.8390938685320226,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
-0.7077813427565286,-1.24733547998543,0.4906329596732093,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
-0.81491529637938,-0.8307237632234292,1.5360156862496492,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.46014384339879005,-1.6639471967474306,-1.2516715846208573,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
1.4542169672390464,-1.1084649077314297,-0.20628885804441735,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
1.5912079243305615,-1.24733547998543,-1.6001324934796706,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
-1.3874672452490449,-0.9695943354774295,-1.2516715846208573,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
-1.5209456136971875,-1.1084649077314297,1.5360156862496492,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1.5683760981486419,-0.9695943354774295,0.4906329596732093,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
-1.5560715001309096,0.9745936760785737,0.8390938685320226,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
-0.1721115746422716,-0.4141120464614286,0.14217205081439596,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
-1.1433423345346787,0.8357231038245735,-1.6001324934796706,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0.2915501262828559,-0.8307237632234292,1.5360156862496492,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0.03864374396005892,1.6689465373485748,-0.5547497669032306,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1.3119571271824735,-0.4141120464614286,0.4906329596732093,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
-1.52445820234056,-0.5529826187154289,1.5360156862496492,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
-1.5016263761586406,1.252334820586574,-1.2516715846208573,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
0.1475339919045966,-1.5250766244934304,1.187554777390836,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
-1.552558911487537,-1.5250766244934304,0.14217205081439596,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-0.6779243392878651,-1.3862060522394302,-0.5547497669032306,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
1.4524606729173601,0.28024081480857255,-1.6001324934796706,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
-1.1661741607165979,-0.8307237632234292,1.5360156862496492,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1.6403841653377715,-1.24733547998543,1.5360156862496492,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
-0.14401086549529415,-1.24733547998543,-0.903210675762044,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
1.429628846735441,1.3912053928405743,-1.2516715846208573,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
1.3593770738679978,-0.691853190969429,1.5360156862496492,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0.7060355862007727,1.5300759650945746,0.4906329596732093,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
-1.4823071386200934,-1.1084649077314297,1.187554777390836,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
1.1591595211957835,1.6689465373485748,0.8390938685320226,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
1.3716711341198005,1.6689465373485748,-0.20628885804441735,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0.5321624483538498,0.0024996703005720987,-1.2516715846208573,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
0.47596103005989504,0.6968525315705733,1.187554777390836,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
-1.552558911487537,-0.4141120464614286,-0.903210675762044,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0.7727747704248442,-0.8307237632234292,1.5360156862496492,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0.9554293798801973,1.5300759650945746,1.5360156862496492,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.09835775089738591,0.6968525315705733,0.14217205081439596,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
-0.5462022651614085,1.1134642483325738,-0.903210675762044,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.005274151848023324,-1.3862060522394302,-1.6001324934796706,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0.09835775089738591,1.6689465373485748,-1.2516715846208573,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
-1.6298358616417252,-1.5250766244934304,-1.2516715846208573,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0.2283235307021565,-1.24733547998543,-0.903210675762044,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-1.1960311641852612,0.8357231038245735,0.8390938685320226,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1.2153609394897384,-0.8307237632234292,0.4906329596732093,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
-1.0467461468419437,0.14137024255457234,-0.5547497669032306,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0.3986840799057072,-1.3862060522394302,-0.903210675762044,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
-1.2820895859478796,-1.24733547998543,0.14217205081439596,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
-1.21008151875875,0.0024996703005720987,0.4906329596732093,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
-0.8166715907010661,-0.4141120464614286,0.14217205081439596,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1.3962592546234058,-0.4141120464614286,-0.903210675762044,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
-0.7042687541131565,0.9745936760785737,-1.6001324934796706,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0.11767698843593309,-1.5250766244934304,0.4906329596732093,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
0.04391262692511739,0.28024081480857255,0.14217205081439596,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
-1.1450986288563647,0.0024996703005720987,-0.20628885804441735,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
